term,n_words,freq,doc_freq,PMI,LRent,in_reference,status
G01046 0095号 地块,3,3,3,20.422,4.5,False,new
G01046 0098号 地块,3,3,3,20.422,4.5,False,new
伊朗 霍拉马巴德 谷地,3,4,2,20.421,3.015,False,new
高原 辽阔 无边,3,4,4,20.418,2.76,False,new
genos 表种 类,3,4,4,20.415,4.5,False,new
思用 贯通 知,3,5,5,20.412,3.061,False,new
贯通 知 信行,3,5,5,20.412,2.51,False,new
学些 AI相关 知识,3,4,2,20.411,2.679,False,new
中國 大學生 保險,3,20,10,20.409,2.224,False,new
嘱托 化作 实干,3,3,3,20.402,4.27,False,new
白人 中产阶级 主导,3,3,3,20.402,4.256,False,new
利用率 超90 全市,3,3,3,20.396,5.051,False,new
边缘化 毕竟 群里,3,3,3,20.394,3.036,False,new
细流 浸润 城乡,3,3,3,20.389,3.397,False,new
越是 变乱 交织,3,5,5,20.377,4.276,False,new
综合处 处长 1992年,3,3,3,20.376,2.939,False,new
懈凝心 铸 魂,3,5,5,20.37,2.118,False,new
一起 剁 碎,3,4,4,20.369,4.241,False,new
焦炭 煤炭 质检,3,4,4,20.368,2.313,False,new
天然气 化工 冶金,3,4,4,20.366,3.076,False,new
印第安纳州 北部 视,3,3,3,20.366,3.129,False,new
满足 求胜欲 溢出,3,3,3,20.365,5.062,False,new
河 小青 志愿者,3,3,3,20.361,5.454,False,new
殷殷 嘱托 蕴含,3,3,3,20.357,2.205,False,new
执黑 击败 卡尔森,3,3,3,20.353,3.366,False,new
技艺 失传 等等,3,4,4,20.35,3.788,False,new
工会 共青团 妇联,3,4,3,20.35,4.13,False,new
龙岗区 龙城 街道,3,3,3,20.349,4.412,False,new
华联 商厦 联合,3,3,3,20.348,4.593,False,new
古人类 头骨 化石,3,3,2,20.346,3.776,False,new
东南亚 热带 丛林,3,4,4,20.345,4.264,False,new
宣示 守 正道,3,3,3,20.339,2.33,False,new
国产 原研Bcl 抑,3,4,2,20.336,3.41,False,new
暑假 接近 尾聲,3,4,4,20.333,2.062,False,new
主任 塔基亚娜 鲍里索夫娜,3,4,4,20.325,2.737,False,new
意气风发 顽强 拼搏,3,3,3,20.325,3.116,False,new
名字 时而 挥手,3,3,3,20.325,2.518,False,new
开除 党籍 处分,3,5,5,20.314,4.048,False,new
案例 白沙县 畜牧,3,3,3,20.312,2.908,False,new
如 籼稻 粳稻,3,4,4,20.306,2.784,False,new
青天 之上 落,3,4,4,20.305,2.348,False,new
称之为 雪族 支,3,4,4,20.3,5.713,False,new
信托 以资 抵债,3,3,3,20.299,3.87,False,new
援塔 议会 大楼,3,4,4,20.298,2.739,False,new
阿 米什 教徒,3,3,3,20.298,4.524,False,new
阿 伦 沃尔夫,3,3,3,20.298,4.524,False,new
无限期 拖延 裁决,3,3,3,20.292,3.123,False,new
迅速 挤出 养殖业,3,4,4,20.291,5.37,False,new
玉石 首饰 检验,3,5,4,20.288,4.08,False,new
德州市 中级 人民法院,3,3,2,20.288,3.214,False,new
品种 西双版纳 曼赫纳村,3,4,4,20.287,3.729,False,new
寄予 厚望 这次,3,3,3,20.284,5.142,False,new
东部 热带 丛林,3,4,4,20.281,3.917,False,new
相机 墨子号 焦距,3,4,2,20.278,2.752,False,new
剔除 同存 共有,3,3,3,20.275,5.563,False,new
查明 白某 系叶县,3,3,3,20.269,2.101,False,new
一样 法学 课业,3,3,3,20.265,4.778,False,new
转移 人口市 民化,3,13,6,20.254,4.943,False,new
打通村 集体 闯,3,3,3,20.254,2.042,False,new
南海 潮涌 春天,3,3,3,20.253,3.382,False,new
回撤 较为 敏感,3,3,3,20.252,2.927,False,new
學校 開展 支教,3,4,4,20.251,3.419,False,new
龙城 街道 办事处,3,3,3,20.249,2.717,False,new
mg kg 1052mg,3,4,2,20.248,2.654,False,new
历经 千辛万苦 付出,3,3,3,20.245,4.72,False,new
轻型 商用 客车,3,6,5,20.243,3.921,False,new
纲 目 科,3,4,4,20.236,2.186,False,new
码头 饱受 废水,3,3,3,20.228,4.204,False,new
积极性 主动性 创造性,3,5,5,20.227,4.603,False,new
中华人民共和国畜牧法 颁布 随后,3,4,4,20.226,2.857,False,new
秉持 被动 为体,3,3,3,20.226,3.064,False,new
致以 诚挚 问候,3,3,2,20.222,3.658,False,new
学生处 任职 1996年,3,3,3,20.222,2.082,False,new
高脚 鸡体型 巨大,3,4,4,20.221,3.723,False,new
罗 纪世界 重生,3,4,2,20.212,5.021,False,new
龙岗 规自局 返还,3,3,3,20.212,4.282,False,new
减负 稳岗 扩,3,4,2,20.21,4.064,False,new
一线 高高 飘扬,3,4,4,20.204,4.173,False,new
采取 默许 放任,3,4,4,20.199,4.787,False,new
1868年 舒尔茨 重,3,3,3,20.199,3.944,False,new
云南 华斌 国旅,3,5,2,20.196,4.711,False,new
调入 调出量 确定,3,3,3,20.193,4.357,False,new
活動 專題 中國,3,8,8,20.192,3.381,False,new
趋向 规模化 单一化,3,4,4,20.188,2.602,False,new
cultivar 亚种 指,3,4,4,20.187,4.104,False,new
公安局 章丘 分局,3,4,4,20.187,5.171,False,new
冯 比伯斯坦 而且,3,3,3,20.186,5.121,False,new
里巴巴 蚂蚁 平安,3,3,3,20.184,2.924,False,new
违规 聚餐 饮酒,3,3,3,20.182,4.155,False,new
问 芯穹 星纪,3,3,3,20.182,3.743,False,new
国际法 或是 国内法,3,3,3,20.181,3.13,False,new
讲 乌拉圭回合协议法 第124,3,3,3,20.176,3.928,False,new
亩 废弃 矿坑,3,3,3,20.173,4.295,False,new
公募 REITs 偏债型,3,3,3,20.171,3.262,False,new
卢卡 德 梅奥,3,4,2,20.161,3.919,False,new
涉 黑 涉恶,3,3,2,20.159,3.092,False,new
青向 忻州市 劳动,3,4,4,20.153,2.871,False,new
称作 反WTO派 反,3,3,3,20.152,3.812,False,new
纪检 监察铁军 持之以恒,3,3,3,20.15,4.776,False,new
机器人 金刚 列队,3,3,3,20.15,4.438,False,new
南方 酸化 退化,3,3,3,20.147,4.283,False,new
列队 迎宾 吸引,3,3,3,20.146,4.553,False,new
文昌 航天 发射场,3,4,4,20.145,2.726,False,new
赋予 邮政 检查员,3,3,3,20.143,3.001,False,new
歌剧院 停止 演奏,3,3,3,20.143,3.522,False,new
漫漫长夜 直至 抵达,3,3,3,20.143,3.409,False,new
安徽省 芜湖市 公安局,3,4,4,20.142,5.104,False,new
Landesarchiv Speyer 特朗普,3,3,3,20.141,4.546,False,new
复存在 小凉山 彝族,3,4,4,20.137,2.245,False,new
雌性 红原鸡 觅食,3,4,4,20.135,2.023,False,new
博士 贾某 青向,3,4,4,20.135,4.049,False,new
高弹性 高静态 低,3,3,3,20.129,3.873,False,new
日益 趋于 无政府,3,3,3,20.124,3.643,False,new
香蕉 枯萎病 热带,3,4,4,20.122,4.369,False,new
大炮 轰 开,3,3,3,20.119,4.523,False,new
秘鲁 巴西 尼加拉瓜,3,3,3,20.119,3.176,False,new
说明会 董事兼 执行,3,3,3,20.118,5.051,False,new
亚湾 瓦赫 达,3,4,4,20.115,5.112,False,new
吃 冰 激凌,3,3,3,20.115,3.948,False,new
并非 始于 平民,3,3,3,20.115,6.058,False,new
育 学 有所教,3,4,4,20.114,2.303,False,new
梅赛德斯 迈 巴赫,3,3,3,20.11,2.416,False,new
路子 从未 停下,3,3,3,20.11,3.265,False,new
紅原 支教 團,3,4,4,20.109,3.321,False,new
应 详阅 基金合同,3,3,3,20.106,4.451,False,new
聚 天下 英才,3,7,5,20.105,3.731,False,new
国民 蛋白质 摄入,3,6,2,20.105,4.233,False,new
主任 斯特凡诺 法焦利,3,3,2,20.102,3.3,False,new
拉哈特 遗址 发掘,3,4,4,20.094,3.067,False,new
任命 外交官 威廉,3,3,3,20.089,3.01,False,new
医疗 岩思 类脑,3,3,3,20.087,4.933,False,new
类脑 智冉 医疗,3,3,3,20.087,4.296,False,new
号 宗地 分宗,3,3,3,20.085,3.666,False,new
徐恩孝身 穿 印,3,3,3,20.085,2.359,False,new
快棋 ches com,3,3,3,20.083,2.136,False,new
里巴巴 泰康 人寿,3,3,3,20.082,3.213,False,new
港人治港 澳人治澳 高度,3,3,3,20.082,3.503,False,new
债 农发债 总指数,3,9,3,20.081,3.376,False,new
穆鲁 维克斯特 罗,3,6,2,20.078,5.688,False,new
董事会 决议 委托付款,3,4,4,20.078,2.157,False,new
懈凝心 铸魂 坚定不移,3,3,3,20.075,2.962,False,new
电 王玫 周浩鸿,3,3,3,20.074,3.489,False,new
打破 长久期 坚冰,3,3,3,20.07,4.567,False,new
脑外 采集 脑,3,3,3,20.07,2.271,False,new
建立 1910年 施托,3,3,3,20.068,3.767,False,new
索赔 巨额 赔偿金,3,4,4,20.066,2.809,False,new
回报 问鼎 同类,3,3,3,20.064,5.436,False,new
山水林田湖 草沙 一体化,3,5,4,20.063,4.747,False,new
教师 考博 脱产,3,4,4,20.063,4.66,False,new
CEO 职责 王宁,3,3,3,20.063,2.221,False,new
东 大门 无水港,3,4,4,20.059,2.398,False,new
杭州 英特 外国语,3,8,2,20.055,4.373,False,new
容乐观 域外 势力,3,4,4,20.054,3.839,False,new
Dynamo亚洲 控股 私人,3,3,3,20.052,2.657,False,new
忻州市 忻府区 法院,3,4,4,20.051,4.779,False,new
上下 同欲者 胜,3,3,3,20.051,5.55,False,new
游泳馆 偶然 见到,3,3,3,20.048,3.446,False,new
秸秆 禁 烧,3,9,2,20.047,5.888,False,new
队员 热身 郑淑芬,3,3,3,20.045,3.061,False,new
会. 丽江 彝族,3,4,4,20.044,2.245,False,new
内脏 痉挛 且,3,4,4,20.044,4.785,False,new
责令 限期 整改,3,3,3,20.041,4.355,False,new
磷 化工 龙头,3,3,3,20.037,2.319,False,new
實踐 專項 活動,3,12,10,20.032,3.721,False,new
玻璃 耳饰 工作组,3,3,3,20.029,5.097,False,new
华龙一号 核电机组 正式,3,3,3,20.022,4.051,False,new
自行其是 乃至 迫使,3,3,3,20.022,2.138,False,new
作者 丹 萨拉迪诺,3,8,4,20.021,3.579,False,new
五角场 街道 营,3,8,2,20.02,2.704,False,new
百年大党 交出 优异,3,3,3,20.02,2.64,False,new
增添 风采 空中,3,4,4,20.015,5.278,False,new
就是 指挥棒 红绿灯,3,3,3,20.01,4.546,False,new
疲倦 国际象棋 常见,3,3,3,20.007,2.298,False,new
商务部 纪检组 组长,3,3,3,20.005,4.22,False,new
纪检组 组长 商务部,3,3,3,20.005,3.461,False,new
白洛克鸡 引自FeatherSite com,3,4,4,20.003,2.114,False,new
农用 地膜 处理,3,3,3,20.003,4.832,False,new
工资 数额 各校,3,4,4,19.999,3.177,False,new
宏大 叙事 具象,3,3,3,19.998,3.207,False,new
达到 250亿 美金,3,3,3,19.998,5.491,False,new
广发 10年 国开,3,3,3,19.991,2.698,False,new
饱受 废水 排放,3,3,3,19.989,5.387,False,new
泳衣 年龄 各异,3,3,3,19.989,2.074,False,new
结论 并非 信口开河,3,3,3,19.987,2.091,False,new
具有 地域性 遗传性,3,4,4,19.985,4.628,False,new
枯萎 坏死 它,3,4,4,19.981,4.139,False,new
8日 纸 诉状,3,4,4,19.981,2.781,False,new
湖州 安吉县 余村,3,3,3,19.981,3.803,False,new
阻光镜 感光 材料,3,6,2,19.979,4.341,False,new
潘德明 徒步 环游,3,6,2,19.979,2.81,False,new
三者 看作 有机,3,3,3,19.978,3.767,False,new
区域型 TTO 平台,3,3,3,19.968,4.04,False,new
白某 隐瞒 服刑,3,3,3,19.967,3.148,False,new
提取 化学 合成,3,4,4,19.965,3.432,False,new
民法典 第157 条,3,3,3,19.964,4.736,False,new
容东片区 南文营 社区,3,6,6,19.961,4.336,False,new
阿 赫马德 努尔,3,4,2,19.961,3.962,False,new
承诺 达标 合格证,3,5,2,19.96,3.223,False,new
供应 商及 下发,3,4,4,19.96,5.583,False,new
赵乐际 韩正 出席,3,4,2,19.958,4.364,False,new
依法 严打 民企,3,4,4,19.947,4.721,False,new
参与 农村绿皮书 中国农村发展报告,3,3,3,19.942,4.58,False,new
施托 伊本 参与,3,3,3,19.942,4.842,False,new
上述 行贿方 下单,3,4,4,19.94,5.388,False,new
裁量 权 授予,3,3,3,19.94,2.828,False,new
总统 本杰明 ·哈里森,3,3,3,19.934,4.463,False,new
地处 塞北 组建,3,4,4,19.932,5.262,False,new
感受 聚光灯 底下,3,3,3,19.929,3.877,False,new
仲裁庭 越权 管辖,3,4,4,19.928,3.971,False,new
系 學生 會社,3,4,2,19.925,3.671,False,new
外交部 发言人 华春莹,3,3,3,19.924,4.029,False,new
自然人 郭 某某,3,4,4,19.922,5.573,False,new
阶跃 星辰 创始人,3,3,3,19.922,3.88,False,new
外交部 国务 秘书,3,5,5,19.92,5.383,False,new
党性 党风 党纪,3,3,3,19.92,3.45,False,new
扬帆 远航 南海,3,3,3,19.916,4.467,False,new
泰 新丝路 塔吉克斯坦,3,4,4,19.914,3.868,False,new
全自动化 集装箱 码头,3,4,2,19.912,4.247,False,new
≤0 mg kg,3,4,3,19.912,2.085,False,new
罗马尼亚 中央政府 派驻,3,6,6,19.91,3.165,False,new
石油 大學 華東,3,6,4,19.909,2.773,False,new
全市 集体经济 年经营性,3,3,3,19.901,2.837,False,new
加入 土豆 大麦,3,4,4,19.893,4.73,False,new
图 丁冷静 Ding,3,3,3,19.89,3.42,False,new
陈芳鑫 彭雪梅 第二,3,4,4,19.889,3.493,False,new
超越 意识形态 社会制度,3,5,5,19.888,4.275,False,new
太阳能 光伏 发电板,3,6,2,19.887,2.627,False,new
北大 高科 华泰,3,8,4,19.885,3.176,False,new
尽管 1683年 德意志人,3,3,3,19.883,2.952,False,new
低 处流 人往高处走,3,4,4,19.877,4.684,False,new
鱼塘 仲正 强,3,3,3,19.876,3.399,False,new
逼近 监管红线 近,3,3,3,19.876,4.248,False,new
共产主义 远大 理想,3,4,4,19.87,4.589,False,new
网民 新春 采风,3,3,3,19.868,4.095,False,new
整齐 徐恩孝 祖籍,3,3,3,19.861,2.839,False,new
海班 列 全程,3,4,4,19.855,3.06,False,new
剥离 受托人 寻找,3,4,4,19.852,5.724,False,new
勋章 细数 获奖,3,3,3,19.849,4.869,False,new
叮嘱 树牢 正确,3,3,3,19.848,4.194,False,new
黑 白 格子,3,3,3,19.848,3.733,False,new
观摩 工坊 师生,3,4,4,19.847,4.397,False,new
京 津 冀,3,28,24,19.843,4.269,False,new
23日 贾某 青向,3,4,4,19.84,3.462,False,new
百姓 手中 握有,3,3,3,19.84,3.345,False,new
路子 中指 研究院,3,3,3,19.839,4.866,False,new
白耳 黄鸡 引,3,4,4,19.837,2.102,False,new
WTO派 指责 法官,3,3,3,19.836,2.743,False,new
自立 自强 勇,3,3,3,19.835,2.571,False,new
追加 深圳市 龙岗区,3,3,3,19.833,3.084,False,new
光辉 演艺 大奖,3,4,2,19.832,3.55,False,new
绿水 逶迤 去,3,3,3,19.83,5.359,False,new
纳雍 高脚鸡 2010年,3,4,4,19.827,2.805,False,new
看似 填补 空白,3,4,4,19.823,4.893,False,new
踏平 坎坷 成,3,3,3,19.823,4.379,False,new
smart β 增强,3,3,3,19.82,5.273,False,new
挖 彼此 过境,3,4,4,19.817,2.264,False,new
沙雅 县委 宣传部,3,4,2,19.815,2.363,False,new
研究院 雪 兰莪,3,6,2,19.801,3.643,False,new
掌握 微创 植入式,3,3,3,19.799,3.601,False,new
输入 内防 反弹,3,16,4,19.798,3.874,False,new
裁判 文书网 获悉,3,5,5,19.798,2.322,False,new
姿态 切入 信用债,3,3,3,19.792,3.2,False,new
胜 风雨同舟者 兴,3,3,3,19.791,5.475,False,new
暑期 社會 實踐,3,14,10,19.788,4.602,False,new
粮食 丰产 颗粒,3,3,3,19.783,5.751,False,new
像 金鹰 展翅高飞,3,4,4,19.777,3.61,False,new
珍贵 木材 走私,3,4,2,19.777,5.636,False,new
该案 一审 判决书,3,3,3,19.775,2.997,False,new
漫游 路线 串联,3,3,3,19.774,2.852,False,new
大小 颜色 风味,3,4,4,19.771,4.309,False,new
长江 民兵 救援队,3,3,3,19.771,5.129,False,new
抵 债物 在内,3,3,3,19.77,2.703,False,new
办 秘书局 综合处,3,3,3,19.766,3.439,False,new
经讲者 审定 本文,3,4,4,19.76,2.808,False,new
谁 说话 结仇,3,3,3,19.759,3.094,False,new
纪念 广场 张思德,3,3,3,19.756,2.809,False,new
資源 團隊 借助,3,4,4,19.754,4.136,False,new
摄 七旬 退伍军人,3,3,3,19.754,5.303,False,new
发出 指令 操纵,3,3,3,19.754,5.068,False,new
三者 简单 拼凑,3,3,3,19.753,2.635,False,new
对外开放 交出 亮丽,3,4,4,19.751,4.175,False,new
明珠 撒马尔罕 习近,3,4,4,19.749,2.778,False,new
一次性 扩岗 补助,3,7,2,19.748,5.054,False,new
乔永清 陪同 会见,3,3,3,19.744,2.708,False,new
种 急就章 竭泽而渔,3,3,3,19.741,2.014,False,new
苹果 https dansaladino,3,4,4,19.739,2.787,False,new
东北 冷凉区 北方,3,3,3,19.739,4.952,False,new
趋于 无政府 状态,3,3,3,19.737,4.762,False,new
对比 获知 白某,3,3,3,19.73,5.602,False,new
用地 增减 挂钩,3,5,5,19.729,2.817,False,new
西部 密歇根州 南部,3,3,3,19.728,6.149,False,new
17时 中信 信托,3,3,3,19.726,2.592,False,new
抓获 归案 挽回,3,4,4,19.724,2.995,False,new
成年鸡 小鸡 包括,3,4,4,19.722,5.536,False,new
包括 个人赛 青春渡,3,3,3,19.722,3.168,False,new
获益 颇 丰,3,3,3,19.722,3.312,False,new
20亿 剂 疫苗,3,3,3,19.722,5.73,False,new
陈某 骅 涉嫌,3,4,4,19.719,4.347,False,new
跨境 油气 管道,3,4,4,19.716,6.099,False,new
盈 转 亏,3,11,3,19.715,2.343,False,new
写入 青岛 宣言,3,4,4,19.715,3.31,False,new
颜色 口感 各异,3,4,4,19.715,3.793,False,new
青年 亚细亚 步行团,3,6,2,19.713,5.553,False,new
推力 打破 长久期,3,3,3,19.713,3.074,False,new
弊端 略 过度,3,3,3,19.712,4.334,False,new
碳达峰 碳 中和,3,3,2,19.711,3.352,False,new
幼 有所 育,3,3,3,19.708,2.884,False,new
变更 登记 经查,3,4,4,19.707,3.068,False,new
形成 排头 对齐,3,3,3,19.703,4.565,False,new
内 成年鸡 小鸡,3,4,4,19.701,4.403,False,new
心理 急躁 心态,3,3,3,19.701,5.113,False,new
年金 券商 资管,3,3,3,19.699,2.375,False,new
工程师 编辑 王恒婷,3,3,3,19.697,4.154,False,new
文件 G01046 0098号,3,3,3,19.694,3.573,False,new
经济法规司 司长 1998年,3,3,3,19.689,2.793,False,new
秘书长 乔永清 陪同,3,3,3,19.68,4.865,False,new
呈现 出差 异化,3,3,3,19.68,4.74,False,new
公安局 旁边 火把节,3,4,4,19.676,3.426,False,new
当地 每逢 赶集,3,4,4,19.675,3.729,False,new
徐队长 游泳 每次,3,3,3,19.673,3.561,False,new
周轩 各位 读者,3,4,4,19.666,3.385,False,new
踔厉奋发 勇毅 前行,3,3,3,19.666,3.287,False,new
每个 湖州人 可感,3,3,3,19.664,4.329,False,new
手续 忻州 师院,3,4,4,19.662,3.724,False,new
车间 机器 轰鸣,3,3,3,19.659,3.328,False,new
兄弟 就要 手拉手,3,4,4,19.657,3.032,False,new
处分 违纪 所得已,3,3,3,19.657,2.515,False,new
型号 合格 审定,3,6,2,19.655,4.832,False,new
游戏 狂 象棋,3,3,3,19.654,5.089,False,new
巴伐利亚 领土 否则,3,3,3,19.652,4.665,False,new
股 劲儿 丝毫,3,3,3,19.649,4.605,False,new
同化 余论 2017年,3,3,3,19.648,4.259,False,new
围 填 海,3,3,3,19.642,5.497,False,new
毫米 滤镜 红,3,8,2,19.64,5.077,False,new
有机 农夫市 集,3,4,4,19.636,6.546,False,new
决议 享有 优先权,3,3,3,19.636,2.751,False,new
跟着 徐队长 游泳,3,3,3,19.634,5.307,False,new
中心 区域型 TTO,3,3,3,19.632,4.507,False,new
各地 開展 鄉村,3,4,4,19.628,3.089,False,new
山东省 济南市 公安局,3,4,4,19.628,5.418,False,new
飞人 乔丹 连,3,3,3,19.628,3.517,False,new
反对 霸权 霸凌,3,5,5,19.626,3.68,False,new
回报 吴某 刘某麟,3,4,4,19.625,4.172,False,new
靳某 抓获 归案,3,4,4,19.624,2.242,False,new
与此同时 德语 出版物,3,3,3,19.622,2.059,False,new
赢棋 概率 最高,3,3,3,19.621,3.992,False,new
记者 刘维涛 徐隽,3,3,3,19.619,3.063,False,new
窃取 选举 奥巴马,3,4,2,19.613,3.402,False,new
抵 百姓 心坎,3,3,3,19.611,3.213,False,new
诞生 一幕幕 标志性,3,3,3,19.603,5.49,False,new
荒野 之中 即使,3,3,3,19.603,3.327,False,new
安德烈 勒杜雷斯库 一直,3,6,6,19.602,5.425,False,new
團隊 借助 網絡,3,4,4,19.6,3.326,False,new
G级 越野车 分别,3,3,3,19.6,4.759,False,new
清晰 可见 惠泽万,3,3,3,19.599,3.622,False,new
党圣地亚哥 德尔埃斯特 罗,3,6,6,19.593,4.336,False,new
产自 青海 北部,3,4,4,19.593,3.104,False,new
types ananas 北京,3,4,4,19.592,4.502,False,new
代行 董事长 CEO,3,3,3,19.591,2.59,False,new
霍尔果斯 东 大门,3,4,4,19.589,2.867,False,new
外交部 发言人 毛宁,3,4,3,19.588,4.26,False,new
非线性 规律 两者,3,3,3,19.585,3.05,False,new
幼儿园 餐食 留样,3,8,2,19.583,3.809,False,new
山东 北大 高科,3,8,4,19.583,3.598,False,new
肯尼亚 首都 内罗毕,3,3,2,19.583,4.155,False,new
福冈 游泳 世锦赛,3,5,2,19.58,3.927,False,new
委内瑞拉 秘鲁 巴西,3,3,3,19.58,4.848,False,new
伟大 复兴号 巨轮,3,6,3,19.576,3.602,False,new
勋章 王冠 勋章,3,4,4,19.576,3.81,False,new
蓝天 碧水 宜居,3,3,3,19.572,4.543,False,new
法案 One Big,3,3,3,19.571,3.5,False,new
结构 惠民生 防风险,3,3,2,19.571,5.284,False,new
2月 济南市 章丘区,3,4,4,19.568,3.383,False,new
提供 绿水 逶迤,3,3,3,19.566,5.332,False,new
治水 接力 跨越,3,3,3,19.562,4.216,False,new
轻易 离职 先例,3,4,4,19.558,2.995,False,new
骚扰 德裔 创办,3,3,3,19.558,3.347,False,new
smart Beta 此前,3,3,3,19.558,4.596,False,new
制作 技艺 失传,3,4,4,19.557,4.483,False,new
殷某 贿赂 款,3,4,4,19.555,4.269,False,new
亚洲 神经肿瘤 年会,3,3,3,19.549,6.118,False,new
总监 信泰 人寿,3,3,3,19.543,5.986,False,new
当 土豆 晚疫病,3,4,4,19.542,3.13,False,new
支教 活 動,3,8,4,19.54,3.058,False,new
浦东 张江 模力,3,3,3,19.537,2.651,False,new
制备 设计 定型,3,3,3,19.537,2.193,False,new
体型 羽毛 颜色,3,4,4,19.535,3.821,False,new
首相 特雷莎 梅,3,3,3,19.535,4.65,False,new
環衛 工人 們,3,4,2,19.528,2.864,False,new
相继 公开发 声明,3,4,2,19.527,5.422,False,new
一年一度 备受 瞩目,3,3,3,19.527,2.634,False,new
上海市 科委 闵行区,3,3,3,19.526,4.754,False,new
危房 名义 拆除,3,3,3,19.523,3.356,False,new
警务 联勤 共,3,3,3,19.517,5.532,False,new
还有 亚种 subspecies,3,4,4,19.513,2.986,False,new
失 公允 教师,3,4,4,19.513,5.561,False,new
半 吊子 职业化,3,4,2,19.513,5.684,False,new
敢于 啃硬骨头 敢于,3,3,3,19.511,4.691,False,new
总协定 GATT WTO,3,3,3,19.509,3.139,False,new
书记 加夫列尔 桑蒂,3,6,6,19.507,2.47,False,new
浪 似乎 印证,3,3,3,19.507,2.959,False,new
商贸 物流 集散,3,4,4,19.504,2.153,False,new
装修 垃圾 智慧化,3,3,3,19.503,3.356,False,new
使命 务必 谦虚谨慎,3,5,5,19.499,2.831,False,new
粮食 调入 调出,3,3,3,19.491,4.535,False,new
如下 陈志刚 韩,3,4,4,19.49,5.418,False,new
