term,n,freq,doc_freq,PMI,LRent,in_reference,status
"chơi lấm bẩn,",3,4,4,16.05,5.126,False,new
"bên đường, Miami",3,3,3,16.048,6.692,False,new
Tây Ban Nha,3,39,17,16.044,7.036,False,new
lẫn với Galaxy,3,4,2,16.039,4.4,False,new
Trần Kiến Phi,3,4,2,16.036,6.756,False,new
Galaxy Z Flip5,3,6,4,16.029,5.799,False,new
Lê Hoàng Uyên,3,4,2,16.027,5.262,False,new
Smart Choice Awards.,3,6,4,16.024,5.646,False,new
"Đáng chú ý,",3,19,17,16.021,7.005,False,new
Ảnh minh họa.,3,5,3,16.019,5.623,False,new
"giai đoạn -2030,",3,4,2,16.019,3.213,False,new
đợt nắng nóng,3,11,5,16.016,6.526,False,new
cấu trúc protein.,3,6,2,16.013,4.64,False,new
Chiếc vương miện,3,3,2,16.011,6.55,False,new
Diễn viên: Park,3,3,2,16.009,6.359,False,new
1. New York,3,3,3,16.003,6.394,False,new
"Lạc, Hà Nội.",3,7,7,15.994,3.239,False,new
chương Bắc đẩu,3,3,2,15.991,4.573,False,new
"do, Toà nhà",3,3,3,15.991,5.359,False,new
"non, giáo dục",3,4,2,15.99,4.016,False,new
Nhiều Để Làm,3,19,4,15.988,6.77,False,new
"Nguyễn Nguyệt Linh,",3,4,2,15.985,6.873,False,new
thay thế bằng,3,3,3,15.981,6.906,False,new
"Trần Duy Đông,",3,4,2,15.975,5.776,False,new
cư dân mạng:,3,5,5,15.974,4.419,False,new
Học viện Kỹ,3,5,2,15.97,3.972,False,new
"loại: Hành động,",3,4,3,15.968,4.401,False,new
gian De la,3,6,3,15.963,3.88,False,new
bãi biển thơ,3,3,3,15.961,5.323,False,new
do APDI Architecture,3,3,2,15.957,7.206,False,new
"bẩn, OMO còn",3,4,4,15.953,5.421,False,new
"nghiệp”, Chủ tịch",3,3,3,15.953,3.673,False,new
Ông Mai Triều,3,4,4,15.947,5.738,False,new
tại Kuala Lumpur,3,3,3,15.939,6.968,False,new
(hơn tỷ đồng).,3,3,2,15.937,4.019,False,new
Tổng cục Thống,3,5,3,15.936,5.9,False,new
toán đám mây.,3,3,3,15.935,3.856,False,new
cụt đốm tại,3,3,3,15.924,5.881,False,new
và Wat Phra,3,3,3,15.919,7.183,False,new
Đỗ Duy Mạnh,3,5,3,15.914,6.631,False,new
Galaxy Tab A,3,14,2,15.912,7.814,False,new
cử củaWeChoice Awards,3,3,3,15.905,6.38,False,new
hậu Isabella Menin,3,3,2,15.895,4.503,False,new
sút luân lưu,3,5,3,15.892,5.569,False,new
"Vũ Thắng, Chủ",3,4,3,15.891,4.988,False,new
gia (bên trái),3,4,2,15.89,4.012,False,new
Quả bóng hồng,3,4,2,15.887,5.299,False,new
"mAh. Đặc biệt,",3,3,2,15.884,5.337,False,new
"California, miền đông",3,4,2,15.881,5.898,False,new
Thí Thiên Hạ,3,4,2,15.881,5.727,False,new
The Strip chuỗi,3,3,3,15.874,7.73,False,new
Ngoại hạng Cricket,3,4,2,15.873,3.479,False,new
"giác thư giãn,",3,3,3,15.87,2.914,False,new
Viện Kiểm sát,3,4,3,15.862,7.428,False,new
vào Nomion Chip,3,3,2,15.861,7.905,False,new
"những bến cảng,",3,3,3,15.86,4.834,False,new
"hầm rượu, nhà",3,3,3,15.857,6.462,False,new
bo mạch chủ,3,3,2,15.857,5.684,False,new
Hồ Tăng Phú,3,3,2,15.857,6.758,False,new
(giờ Việt Nam),3,3,3,15.856,3.791,False,new
Học viện Báo,3,6,3,15.851,4.036,False,new
khách sạn Stardust,3,3,3,15.845,4.458,False,new
Motor Show 2018.,3,5,5,15.843,3.822,False,new
(khoảng triệu đồng),3,3,2,15.843,4.668,False,new
loạt sút luân,3,5,3,15.842,3.863,False,new
Đường Huyền Trang,3,6,2,15.833,7.015,False,new
Anh Hùng Mang,3,8,4,15.829,6.645,False,new
rò rỉ gần,3,3,3,15.818,6.549,False,new
với Galaxy A6,3,4,2,15.816,4.784,False,new
"loại nho, ngũ",3,3,3,15.814,7.266,False,new
lớp cát trắng,3,3,3,15.811,7.033,False,new
khung giờ 9am,3,3,3,15.808,3.632,False,new
Tư vấn PwC,3,4,2,15.806,3.717,False,new
Trương Gia Bình,3,13,3,15.803,6.594,False,new
nét pha trộn,3,3,3,15.801,5.104,False,new
Âu. Nền văn,3,3,3,15.798,3.991,False,new
vương miện Miss,3,6,5,15.795,4.99,False,new
"Châu Âu, cháy",3,4,2,15.783,6.629,False,new
phú Bill Gates,3,6,2,15.778,3.881,False,new
"lời khen ngợi,",3,3,3,15.772,4.995,False,new
"Huy, Giám đốc",3,4,3,15.771,5.087,False,new
chiến dịchWeDo Cuộc,3,3,3,15.768,7.129,False,new
AFF Cup 2024.,3,11,7,15.764,5.812,False,new
"Nobel Vật lý,",3,4,2,15.758,4.731,False,new
Chính phủ. Quyết,3,3,3,15.751,6.057,False,new
bị gãy chân.,3,3,2,15.749,5.692,False,new
quá dư dả,3,3,2,15.738,6.01,False,new
các mẫu iPhone,3,3,2,15.735,7.1,False,new
Chưa Phải Tết,3,6,2,15.727,7.727,False,new
ví dụ điển,3,10,10,15.721,5.631,False,new
vô địch cricket,3,6,2,15.721,4.902,False,new
Im lặng mà,3,4,2,15.719,5.411,False,new
"đài phun nước,",3,5,2,15.716,7.081,False,new
phú đô la,3,5,4,15.715,3.137,False,new
thoải mái. Bên,3,3,3,15.713,3.841,False,new
"ấn Sáng tạo""",3,6,3,15.707,5.943,False,new
học Jeffrey C.,3,4,2,15.702,5.487,False,new
chơi lấm bẩn,3,4,4,15.702,5.573,False,new
cản cũ. Better,3,3,3,15.7,2.807,False,new
"""Thả bóng bay",3,4,2,15.699,4.577,False,new
"Motor Show 2018,",3,4,4,15.697,3.953,False,new
Kip Thorne và,3,3,2,15.696,7.434,False,new
"Đảng, Nhà nước.",3,4,2,15.691,5.709,False,new
(khoảng triệu đồng).,3,4,4,15.686,4.535,False,new
"từ bơ, kem",3,3,3,15.68,7.997,False,new
Tiền Nhiều Để,3,14,4,15.677,7.099,False,new
biến vân tay,3,5,2,15.676,6.101,False,new
"""Siêu nhí anh",3,9,4,15.675,6.084,False,new
nghị thượng đỉnh,3,9,7,15.662,5.661,False,new
Hồ Chí Minh,3,17,11,15.659,7.447,False,new
"Hy Lạp, ngày",3,4,3,15.655,8.437,False,new
nhật Dương Dương.,3,4,2,15.653,3.525,False,new
thắng xấu xí,3,4,3,15.65,3.046,False,new
châu Á. 7.,3,3,3,15.649,7.135,False,new
Nhựavới mục đích,3,3,3,15.642,3.751,False,new
bệnh ung thư,3,5,4,15.633,7.244,False,new
thách dọn rác,3,4,2,15.633,5.063,False,new
"Lại"" cảm ơn",3,4,4,15.633,3.287,False,new
Luật An ninh,3,3,3,15.631,6.257,False,new
lời tri ân,3,3,3,15.631,5.05,False,new
tịch Trương Gia,3,12,2,15.628,3.503,False,new
kếtHoa hậu Hoàn,3,3,2,15.627,2.434,False,new
thanh thiếu niên.,3,3,3,15.623,4.421,False,new
camera selfie ẩn,3,5,3,15.62,7.456,False,new
Đêm Gala trao,3,7,6,15.611,4.514,False,new
"thư trực tuyến""",3,3,2,15.61,4.755,False,new
Viện Nghiên cứu,3,7,7,15.609,7.462,False,new
Bạch Bách Hà,3,4,2,15.6,5.296,False,new
hàng Taste France,3,4,2,15.597,6.784,False,new
du thuyền ngắm,3,3,3,15.594,6.61,False,new
Thầy trò HLV,3,3,3,15.588,4.786,False,new
ông lặn lội,3,3,3,15.588,7.075,False,new
(Giải Ngoại hạng,3,4,2,15.586,4.125,False,new
Tây Trúc xa,3,3,3,15.586,7.809,False,new
Touch Bar được,3,3,2,15.584,7.621,False,new
Ví dụ điển,3,4,4,15.579,5.939,False,new
bầu khí quyển.,3,3,3,15.579,4.797,False,new
tướng Chính phủ.,3,5,3,15.577,2.933,False,new
"tủ lạnh, máy",3,5,5,15.574,7.018,False,new
Phải Là Tết,3,6,2,15.573,5.718,False,new
"Khoa, Tổng giám",3,3,3,15.57,2.118,False,new
"năm Mậu Tuất,",3,3,2,15.558,6.115,False,new
Hong Kong Trước,3,3,3,15.557,5.915,False,new
Nguyễn Đỗ Lăng,3,5,2,15.556,6.724,False,new
này sẽ được,3,3,3,15.554,6.883,False,new
Triều Nguyên Tổng,3,4,4,15.543,4.204,False,new
"đoạn -2030, tầm",3,4,2,15.525,5.159,False,new
"""đốt tiền"" để",3,3,3,15.521,7.574,False,new
điển châu Âu.,3,4,4,15.52,5.087,False,new
tỉnh Quảng Ninh,3,7,3,15.516,6.844,False,new
tên khác để,3,4,2,15.514,6.843,False,new
Liên Hợp Quốc.,3,3,3,15.511,7.274,False,new
"thư, Chủ tịch",3,6,3,15.501,4.762,False,new
Galaxy A6 và,3,4,2,15.5,8.607,False,new
A6 và Galaxy,3,4,2,15.5,3.595,False,new
Hậu Hoàn Vũ,3,4,3,15.499,5.832,False,new
công nghệ xứ,3,3,3,15.498,6.303,False,new
cầm trịch bởi,3,3,2,15.489,8.44,False,new
rất rẻ. Đồ,3,3,3,15.488,7.165,False,new
vụ Taxi Xanh,3,4,3,15.486,5.36,False,new
tranh khốc liệt,3,3,3,15.485,6.076,False,new
Thị Phương Thảo,3,7,2,15.484,6.242,False,new
"Thắng, Chủ tịch",3,4,3,15.483,4.827,False,new
Bill Gates thừa,3,3,2,15.483,5.387,False,new
Ứng dụng SkyJoy,3,3,3,15.483,3.844,False,new
Choice Awards (BCA),3,3,2,15.481,2.297,False,new
đền Nalanda ở,3,3,3,15.471,7.299,False,new
trưởng Vụ Quản,3,4,2,15.464,2.903,False,new
với Cape Town.,3,3,3,15.463,6.371,False,new
Phòng Thương mại,3,5,5,15.462,5.895,False,new
vùng lãnh thổ,3,6,6,15.46,5.577,False,new
"vùng sâu, vùng",3,4,3,15.46,7.551,False,new
Huy chương Vàng,3,5,2,15.458,5.82,False,new
những lùm xùm,3,5,5,15.454,6.78,False,new
ĐH Ngoại ngữ,3,4,2,15.451,6.199,False,new
minh họa. Nguồn:,3,3,3,15.449,5.358,False,new
"hậu Hoàn vũ,",3,4,4,15.445,4.057,False,new
"lãm ""Hành tinh",3,4,2,15.442,4.158,False,new
lên rộn rã,3,3,3,15.441,6.794,False,new
khách sạn sòng,3,3,3,15.44,5.131,False,new
Dịch vụ Taxi,3,4,3,15.432,3.802,False,new
"kiên cường, cầu",3,3,2,15.418,7.453,False,new
sắm trực tuyến.,3,3,3,15.417,2.528,False,new
"Văn Khoa, Tổng",3,3,3,15.416,6.745,False,new
căn bệnh ung,3,3,2,15.416,4.91,False,new
quần áo cũ,3,7,3,15.411,6.767,False,new
Phó Bí thư,3,3,2,15.411,7.353,False,new
đầy hứa hẹn.,3,3,3,15.411,5.883,False,new
Thể loại: Chính,3,5,2,15.406,6.198,False,new
Báo cáo PCI,3,3,2,15.396,5.938,False,new
Chủ tịch HĐQT,3,19,14,15.393,7.232,False,new
website ngốn thời,3,4,2,15.392,5.818,False,new
selfie ẩn dưới,3,4,2,15.383,5.314,False,new
giáo dục mầm,3,6,2,15.382,5.827,False,new
“ông lớn” đã,3,3,3,15.378,6.797,False,new
(Tổ Quốc) Không,3,3,3,15.374,3.105,False,new
vịnh Marina với,3,3,3,15.368,6.995,False,new
và Uông Hào,3,4,2,15.359,8.512,False,new
card đồ họa,3,8,7,15.358,6.327,False,new
Hồ Nhất Thiên,3,6,3,15.348,6.725,False,new
"như xôi xoài,",3,3,3,15.347,5.555,False,new
Awards- Giải thưởng,3,3,3,15.347,4.794,False,new
Vòng đeo hỗ,3,4,3,15.345,3.104,False,new
thỏa thuận Lập,3,4,2,15.343,6.155,False,new
đồ cổ... Tại,3,3,3,15.342,8.101,False,new
bỏ rào cản,3,4,4,15.338,6.372,False,new
vay ưu đãi,3,3,3,15.329,5.264,False,new
"Đông, Thứ trưởng",3,4,2,15.322,6.134,False,new
"sửa đổi, bổ",3,3,3,15.319,4.615,False,new
cứu phật học.,3,3,3,15.315,5.815,False,new
Cờ đỏ sao,3,3,2,15.314,6.265,False,new
hoang dã phong,3,3,3,15.308,4.906,False,new
niềm đam mê,3,12,10,15.306,7.483,False,new
"chống thiên tai,",3,5,2,15.306,5.808,False,new
soạn thảo văn,3,3,2,15.296,5.611,False,new
nhí anh hùng,3,22,4,15.294,5.215,False,new
New York Bạn,3,3,3,15.281,6.261,False,new
"tòi, nghiên cứu",3,3,3,15.279,4.465,False,new
cặp vợ chồng,3,6,6,15.275,6.833,False,new
nước Úc Tess,3,3,2,15.275,5.125,False,new
"đổi, bổ sung",3,3,3,15.267,4.322,False,new
món ăn trứ,3,5,5,15.264,2.513,False,new
"AFF Cup 2024,",3,6,6,15.263,5.789,False,new
tinh tế. Ẩm,3,4,4,15.263,4.359,False,new
"dịch ""Siêu nhí",3,6,4,15.257,5.299,False,new
"rằng, khái niệm",3,3,3,15.255,6.646,False,new
"Son, chúc cầu",3,3,2,15.251,4.979,False,new
Trailer Tiền Nhiều,3,4,2,15.249,6.689,False,new
địch AFF Cup,3,12,11,15.24,4.411,False,new
KTS Phạm Nhân,3,5,2,15.24,5.564,False,new
Trợ lý ảo,3,8,3,15.237,6.12,False,new
Cricket World Cup,3,4,2,15.235,5.033,False,new
trồng cây xanh,3,3,3,15.234,6.305,False,new
Better Choice Awards.,3,13,8,15.222,6.145,False,new
thuyền ngắm cảnh,3,3,3,15.219,6.782,False,new
tại đây: vịnh,3,3,3,15.215,7.278,False,new
"hơn. Ví dụ,",3,3,3,15.213,6.842,False,new
Better Choice Awards,3,118,18,15.211,7.286,False,new
"Hòa Lạc, nằm",3,5,5,15.21,6.005,False,new
sư Huyền Trang,3,3,3,15.209,5.674,False,new
"tức, kênh mạng",3,4,4,15.208,4.436,False,new
trục trặc về,3,3,2,15.206,8.472,False,new
sự tháp tùng,3,3,3,15.206,6.47,False,new
nối liền mạch,3,3,3,15.204,3.791,False,new
trúc Dinh Độc,3,6,3,15.202,2.864,False,new
"quý phái, chuẩn",3,4,4,15.202,7.423,False,new
khủng bố đẫm,3,5,3,15.199,4.815,False,new
cứ pháp lý:,3,4,2,15.188,3.965,False,new
"món ăn ngon,",3,4,4,15.187,3.768,False,new
gala Better Choice,3,6,6,15.183,2.398,False,new
số quét 120Hz,3,3,2,15.182,5.782,False,new
TV Samsung Neo,3,4,3,15.174,4.517,False,new
tiệm tạp hóa,3,34,3,15.169,7.361,False,new
đến đền Nalanda,3,3,3,15.167,5.913,False,new
"hoàng, phá kỷ",3,4,2,15.161,2.489,False,new
thầy trò HLV,3,7,6,15.157,5.469,False,new
"Hoàng Xuân Vinh,",3,4,2,15.156,6.344,False,new
cuốn tiểu thuyết,3,3,2,15.154,6.059,False,new
Bộ luật Lao,3,3,3,15.14,4.858,False,new
Olympic Paris 2024.,3,5,3,15.139,7.271,False,new
ngăn chặn nguy,3,3,3,15.132,4.765,False,new
với “ông lớn”,3,3,3,15.126,7.051,False,new
sang Tây Trúc,3,3,3,15.125,5.985,False,new
Sở Giáo dục,3,5,4,15.12,6.913,False,new
Hoàng Xuân Vinh,3,22,3,15.113,7.769,False,new
"Better Choice Awards,",3,10,5,15.109,5.808,False,new
"Trung ương Đảng,",3,3,3,15.102,6.044,False,new
"Đảng, Nhà nước,",3,3,2,15.098,6.023,False,new
Đội ngũ y,3,3,3,15.092,5.509,False,new
vân tay ở,3,3,2,15.088,4.452,False,new
Car Choice Awards,3,30,8,15.087,6.98,False,new
như dao cạo”,3,4,2,15.087,6.248,False,new
nhà hát Bataclan,3,3,3,15.084,5.141,False,new
4. Bangkok Thái,3,3,3,15.084,6.167,False,new
Lê Thị Thu,3,5,3,15.08,6.933,False,new
hưởng nặng nề,3,8,7,15.077,4.067,False,new
"cung hoàng đạo,",3,3,2,15.077,6.565,False,new
Strip chuỗi dịch,3,3,3,15.075,3.388,False,new
Giải Nobel Vật,3,4,2,15.072,5.963,False,new
phố New York,3,3,2,15.072,3.85,False,new
lý. Ẩm thực,3,3,3,15.062,4.849,False,new
lấm bẩn trở,3,4,4,15.047,3.625,False,new
vực Downtown tái,3,3,3,15.043,3.725,False,new
chênh lệch giữa,3,3,3,15.042,6.876,False,new
dịch WeDo Cuộc,3,4,3,15.041,6.621,False,new
"sở hạ tầng,",3,5,4,15.036,5.672,False,new
hợp lý. Ẩm,3,3,3,15.035,3.456,False,new
và Costa Rica,3,4,2,15.023,8.281,False,new
"nghỉ ngơi, ăn",3,3,3,15.021,8.009,False,new
thì Las Vegas,3,3,3,15.021,7.913,False,new
Ủy ban Nobel,3,5,3,15.019,5.152,False,new
"thước nhỏ gọn,",3,3,3,15.01,3.077,False,new
Mạng lưới AI,3,4,2,15.009,7.0,False,new
tướng Phạm Minh,3,10,6,15.008,4.805,False,new
kịch Diễn viên:,3,4,2,15.008,7.065,False,new
vực Singapore Philippines,3,4,2,15.005,3.502,False,new
đảo Tam Á,3,4,4,15.005,6.619,False,new
mực nước biển.,3,3,3,14.999,4.625,False,new
"là Shopee, Lazada",3,3,3,14.998,7.168,False,new
Ứng Hà Chi,3,6,6,14.994,4.844,False,new
Trương Hoàng Phong,3,3,2,14.991,5.962,False,new
tiệm tạp hoá,3,3,3,14.987,5.793,False,new
quanh đài phun,3,3,2,14.987,4.168,False,new
hùng Mang sân,3,8,4,14.983,3.922,False,new
lãm Paris Motor,3,6,5,14.982,2.047,False,new
"Tốt nhất, hãy",3,4,3,14.979,6.286,False,new
cấp tỉnh (PCI),3,3,3,14.975,4.166,False,new
"xanh tươi tốt,",3,3,3,14.973,6.829,False,new
của Kudova Loyalty,3,4,4,14.969,7.195,False,new
tỉnh Khánh Hòa,3,4,2,14.969,5.919,False,new
địch ASEAN Cup,3,6,2,14.957,4.411,False,new
mồ hôi và,3,5,3,14.954,8.531,False,new
dư nợ tín,3,4,3,14.954,6.272,False,new
đang ấp ủ,3,3,3,14.952,7.599,False,new
"lấm bẩn, cùng",3,4,4,14.949,7.147,False,new
World Cup (Giải,3,4,2,14.948,4.751,False,new
thuyết âm mưu,3,4,2,14.947,5.26,False,new
Thủ tướng Chính,3,24,11,14.944,6.603,False,new
Innovation Choice Awards,3,6,2,14.942,5.677,False,new
"tới New York,",3,3,3,14.94,5.741,False,new
phía tây nam,3,3,3,14.938,6.987,False,new
"Hòa Lạc, Hà",3,7,7,14.937,6.713,False,new
đuổi ước mơ,3,3,3,14.937,4.263,False,new
biệt chủng tộc,3,3,2,14.934,4.556,False,new
(Đài Truyền hình,3,4,2,14.931,5.615,False,new
chăm sóc da,3,4,3,14.928,7.459,False,new
Huấn luyện viên,3,5,5,14.927,7.043,False,new
USD (tương đương,3,4,4,14.927,5.991,False,new
Phó Thủ tướng,3,6,3,14.926,6.895,False,new
"khắp Châu Âu,",3,4,2,14.925,5.456,False,new
chấm dứt chuỗi,3,3,3,14.923,6.834,False,new
hề thua kém,3,5,4,14.922,4.053,False,new
và Galaxy A9,3,4,2,14.913,6.536,False,new
trọn vẹn mùa,3,4,4,14.912,7.147,False,new
tấm nền IPS,3,5,5,14.895,5.786,False,new
để trau dồi,3,3,3,14.892,8.231,False,new
Giám đốc CTCP,3,7,5,14.887,6.352,False,new
sẽ là một,3,3,3,14.887,7.105,False,new
kích thước inch,3,8,7,14.886,7.296,False,new
Chúc mừng ba,3,4,2,14.886,6.981,False,new
Magna Steyr và,3,3,2,14.885,8.877,False,new
Liên đoàn Bóng,3,3,3,14.884,4.923,False,new
"ở Mozambique, bão",3,4,2,14.878,9.459,False,new
bão Hagibis ở,3,4,2,14.878,8.161,False,new
quá bận rộn,3,4,2,14.876,6.857,False,new
nấu ăn kiểu,3,6,4,14.87,5.814,False,new
"horribilis"". Dịch ra",3,4,2,14.87,4.961,False,new
cú sút xa,3,3,3,14.857,7.375,False,new
Thủ tướng Phạm,3,8,4,14.855,6.859,False,new
Đặng Giám đốc,3,4,2,14.855,5.308,False,new
Khu phi thuế,3,4,2,14.851,6.704,False,new
"hình trạm xanh,",3,4,2,14.85,6.145,False,new
jack tai nghe,3,4,3,14.846,6.261,False,new
(Giải vô địch,3,4,2,14.845,4.339,False,new
"niệm ""ẩm thực",3,3,3,14.844,5.024,False,new
đêm gala Better,3,3,3,14.843,3.949,False,new
Thái Bình Dương.,3,6,5,14.837,6.567,False,new
"thiệt, thị phi",3,4,3,14.837,3.017,False,new
"-2030, tầm nhìn",3,4,2,14.837,3.98,False,new
"New York, bạn",3,3,3,14.833,7.95,False,new
"tìm tòi, nghiên",3,3,3,14.822,4.961,False,new
"Shopee, Lazada và",3,3,3,14.82,7.748,False,new
Lấy bối cảnh,3,3,3,14.819,7.027,False,new
Dịch bệnh Covid-19,3,3,3,14.815,6.375,False,new
"Nguyễn Văn Khoa,",3,3,3,14.811,5.578,False,new
vĩnh viễn tài,3,6,2,14.806,4.749,False,new
Học viện Khoa,3,3,3,14.803,4.697,False,new
chống rung quang,3,3,3,14.802,6.612,False,new
giải Full HD,3,6,4,14.801,7.543,False,new
người tiêu dùng,3,3,2,14.794,5.267,False,new
còn dang dở,3,3,3,14.792,7.637,False,new
"ngon, rẻ khiến",3,3,3,14.79,5.445,False,new
"Về ẩm thực,",3,3,3,14.79,7.915,False,new
nhôm nguyên khối,3,4,3,14.788,5.819,False,new
chơi Phương Liệt,3,4,2,14.787,5.631,False,new
rủi ro suy,3,3,3,14.786,5.579,False,new
Văn hoá Hong,3,3,3,14.781,5.406,False,new
Galaxy A9 Pro,3,6,3,14.777,8.655,False,new
"nay. Dự kiến,",3,3,2,14.774,4.178,False,new
huyện Rattanakosin một,3,3,3,14.773,7.791,False,new
tiếng hô vang,3,3,2,14.767,6.105,False,new
đề cử củaWeChoice,3,3,3,14.767,3.44,False,new
nhiều khả năng,3,3,2,14.764,7.788,False,new
phố Hồ Chí,3,11,9,14.762,3.886,False,new
"Vũ Quốc Huy,",3,4,3,14.76,4.944,False,new
ương Nhật Bản,3,3,3,14.76,4.238,False,new
tục cống hiến,3,3,2,14.76,3.235,False,new
kem hay rượu,3,3,3,14.755,5.011,False,new
thể cưỡi ngựa,3,4,2,14.752,4.835,False,new
vẫn chưa được,3,4,3,14.749,6.112,False,new
Nguyễn Xuân Khang,3,4,2,14.747,5.957,False,new
"chuỗi cung ứng,",3,5,4,14.746,6.316,False,new
"muốn nghỉ ngơi,",3,3,3,14.743,5.52,False,new
phúc khảo lệch,3,3,2,14.736,5.058,False,new
"là ngỗng quay,",3,3,3,14.726,7.187,False,new
Phạm Tuấn Hải,3,6,2,14.725,7.634,False,new
anh hùng Mang,3,8,4,14.723,6.629,False,new
rác thải nhựa,3,4,2,14.721,6.201,False,new
lối sống lành,3,5,2,14.719,5.483,False,new
chỉ vỏn vẹn,3,5,5,14.719,8.397,False,new
muốn về. 2.,3,3,3,14.719,7.948,False,new
"VinShop, ông Tuấn",3,4,2,14.717,4.31,False,new
nghìn tỷ won,3,5,2,14.716,4.709,False,new
tỉnh Bình Định,3,4,2,14.716,6.29,False,new
"thấp kỷ lục,",3,3,3,14.714,6.256,False,new
Tổng thống Bashar,3,4,2,14.713,4.469,False,new
tử Samsung Vina,3,6,6,14.712,3.944,False,new
lên đỉnh Vitoria,3,3,3,14.71,5.517,False,new
đang chết dần.,3,3,3,14.71,6.678,False,new
dung xâm phạm,3,6,2,14.707,5.123,False,new
đốm tại bãi,3,3,3,14.704,2.794,False,new
giới Mireia Lalaguna,3,7,5,14.702,5.787,False,new
"hóa, Thể thao",3,3,2,14.692,6.04,False,new
Câu nghị luận,3,3,2,14.691,7.113,False,new
của Wolf Down,3,4,2,14.686,7.252,False,new
"Quốc Huy, Giám",3,4,3,14.686,3.59,False,new
lội sang Tây,3,3,3,14.684,4.02,False,new
lợi nhuận gộp,3,7,5,14.683,6.002,False,new
Vụ Quản lý,3,4,2,14.681,7.23,False,new
với huyện Rattanakosin,3,3,3,14.674,5.809,False,new
top chung cuộc.,3,3,3,14.667,5.522,False,new
"Lazada và Tiki,",3,3,3,14.666,2.486,False,new
"khách hàng?"", chứ",3,4,2,14.664,5.889,False,new
đệ phép thuật,3,3,3,14.653,5.935,False,new
lời khen ngợi,3,4,4,14.646,6.195,False,new
được đền đáp.,3,3,3,14.645,6.902,False,new
chính Thư Nhã,3,4,2,14.643,6.812,False,new
xâm phạm an,3,6,2,14.638,4.889,False,new
mua sắm online,3,5,4,14.638,7.526,False,new
"tại Ấn Độ,",3,4,4,14.638,7.756,False,new
"Hoàng Mai, Hà",3,3,2,14.631,7.255,False,new
toát lên đẳng,3,4,4,14.63,4.183,False,new
Ủy ban Thương,3,3,3,14.63,4.486,False,new
quảng đại. Tất,3,3,3,14.625,5.135,False,new
Triển lãm Điện,3,3,3,14.621,5.706,False,new
quét vân tay,3,3,2,14.611,7.128,False,new
tại Las Vegas,3,4,4,14.604,7.77,False,new
vô địch AFF,3,15,12,14.602,5.602,False,new
mức chênh lệch,3,3,3,14.602,6.835,False,new
kim ngạch xuất,3,6,4,14.598,7.403,False,new
thủ đô Doha,3,4,2,14.596,5.393,False,new
Liên Hợp Quốc,3,14,8,14.591,7.449,False,new
"WeChoice Awards 2023,",3,3,3,14.59,6.648,False,new
tour du lịch,3,4,4,14.588,4.948,False,new
vực nông thôn,3,5,4,14.587,3.816,False,new
Lễ khai mạc,3,8,3,14.584,7.095,False,new
Quốc. Văn hoá,3,3,3,14.584,4.308,False,new
bụi lau nhà,3,4,3,14.581,7.13,False,new
đè nặng lên,3,3,3,14.574,6.001,False,new
Bà Lê Thị,3,3,3,14.571,6.679,False,new
sở hạ tầng,3,35,12,14.57,7.538,False,new
"khá phức tạp,",3,3,3,14.569,7.246,False,new
đồ đệ phép,3,3,3,14.569,8.184,False,new
kiểm soát chặt,3,5,5,14.568,6.391,False,new
Triển lãm Paris,3,4,3,14.567,5.497,False,new
Chủ tịch UBND,3,4,2,14.567,6.005,False,new
niêm yết trên,3,4,4,14.562,7.443,False,new
phú Trần Đình,3,3,2,14.557,3.725,False,new
Theo Tiểu Lâm,3,3,3,14.557,8.271,False,new
New York nơi,3,3,3,14.557,7.614,False,new
